"","Active Ingredient","Country","group","IS_Air_emission","IS_Agr_soil_emission_field","IS_Freshwater_emission_offField","IS_Nat_soil_emission_offField","IS_Agr_soil_emission_offField","UnitIS_Air_emission","UnitIS_Agr_soil_emission_field","UnitIS_Freshwater_emission_offField","UnitIS_Nat_soil_emission_offField","UnitIS_Agr_soil_emission_offField","AnnualIS_Air_emission","AnnualIS_Agr_soil_emission_field","AnnualIS_Freshwater_emission_offField","AnnualIS_Nat_soil_emission_offField","AnnualIS_Agr_soil_emission_offField","sumIS","sumIS_drift","IS_Air_emission_drift","IS_Agr_soil_emission_field_drift","IS_Agr_soil_emission_offField_drift","IS_Freshwater_emission_offField_drift","IS_Nat_soil_emission_offField_drift","sumUnitIS","sumUnitIS_drift","UnitIS_Air_emission_drift","UnitIS_Agr_soil_emission_field_drift","UnitIS_Agr_soil_emission_offField_drift","UnitIS_Freshwater_emission_offField_drift","UnitIS_Nat_soil_emission_offField_drift","sumAnnualIS","sumAnnualIS_drift","AnnualIS_Air_emission_drift","AnnualIS_Agr_soil_emission_field_drift","AnnualIS_Agr_soil_emission_offField_drift","AnnualIS_Freshwater_emission_offField_drift","AnnualIS_Nat_soil_emission_offField_drift"
"48","LAMBDA-CYHALOTHRIN","BRAZIL","50% drift - refined",55534.8180579657,1876.53078550473,32739.2026236793,83.4034686779253,32.9912145687408,44.9327290205952,1.48169855499788,26.4873814211286,0.0674768873301622,0.0266912696033868,27959178239.3848,932839014.258836,16482176188.0047,41988520.03946,16609048.712291,90266.9461503964,-32828.5861105415,7.82893039286137e-09,27.0112013622927,-32.9912145767206,-32739.2026286066,-83.4034687282732,72.9959771536552,-27.4885969081077,-0.505508789152735,0.00823304466170516,-0.0271027325989788,-26.8957013442879,-0.0685170867298031,45432791010.4001,-17044805888.4395,-281761797.19075,6129215.0878458,-16838391.0236655,-16709766606.2468,-42568309.066174
"49","LAMBDA-CYHALOTHRIN","BRAZIL","75% drift - refined",55534.8180579657,1890.03638614599,16369.6013118396,41.7017343389627,16.4956072843704,44.9327290205952,1.49236141161129,13.2436907105643,0.0337384436650811,0.0133456348016934,27959178239.3848,939552434.498914,8241088094.00236,20994260.01973,8304524.35614549,73852.6530975747,-49242.8791633632,7.82893039286137e-09,40.5168020035501,-49.486821861091,-49108.8039404463,-125.105203067236,59.7158652212375,-40.7687088405254,-0.505508789152735,NA,-0.0404483674006721,-40.1393920548522,-0.102255530394884,37169117552.2619,-25308479346.5777,-281761797.19075,12842635.3279245,-25142915.379811,-24950854700.2491,-63562569.085904
"50","LAMBDA-CYHALOTHRIN","BRAZIL","90% drift - refined",55534.8180579657,1890.03638614599,6547.84052473586,16.6806937355851,6.59824291374816,44.9327290205952,1.49236141161129,5.29747628422572,0.0134953774660324,0.00533825392067735,27959178239.3848,939552434.498914,3296435237.60094,8397704.00789199,3321809.74245819,63995.9739054969,-59099.558355441,7.82893039286137e-09,40.5168020035501,-59.3841862317132,-58930.5647275501,-150.126243670613,51.7414003478189,-48.743173713944,-0.505508789152735,0.0188959012751102,-0.0484557482816882,-48.0856064811908,-0.122498596593933,32206885425.235,-30270711473.6046,-281761797.19075,12842635.3279245,-30125629.9934983,-29895507556.6506,-76159125.097742
"51","LAMBDA-CYHALOTHRIN","SPAIN","original method",55563.81466,8221.643649,32582.03599,122.8520853,13.89275314,8.85491482610676,1.31024039113355,5.19242883776512,0.0195782949502602,0.00221401548254909,68954693.99,10203059.77,40434306.66,152459.4379,17240.90665,96504.23913744,96504.23913744,55563.81466,8221.643649,13.89275314,32582.03599,122.8520853,15.3793763654382,15.3793763654382,8.85491482610676,1.31024039113355,0.00221401548254909,5.19242883776512,0.0195782949502602,119761760.76455,119761760.76455,68954693.99,10203059.77,17240.90665,40434306.66,152459.4379
"52","LAMBDA-CYHALOTHRIN","SPAIN","refined method - original",55563.81466,5876.552588,467068.4993,1167.246564,1285.479622,8.85491482610676,0.936515481485252,74.4342663546309,0.186017986068646,0.204860170843094,68954693.99,7292801.761,579632007.7,1448552.986,1595280.211,530961.592734,434457.35359656,0,-2345.091061,1271.58686886,434486.46331,1044.3944787,84.6165748191346,69.2371984536964,0,-0.373724909648299,0.202646155360545,69.2418375168658,0.166439691118386,658923336.648,539161575.88345,0,-2910258.009,1578039.30435,539197701.04,1296093.5481
"53","LAMBDA-CYHALOTHRIN","SPAIN","50% drift - refined",55563.81466,7118.5618841042,233534.24968734,583.623281873122,642.739810936577,8.8549145463126,1.13444797773682,37.2171319998897,0.0930089901107054,0.102430082170973,68954691.8082908,8834135.01827146,289815994.679422,724276.469856478,797640.080099762,297442.989324254,-233518.603409746,7.27595761418343e-12,1242.0092961042,-642.739811063424,-233534.24961266,-583.623282126878,47.4019335962208,-37.2146412229139,-2.79794164725899e-07,0.197932496251572,-0.102430088672121,-37.2171343547412,-0.0930089959579409,369126738.055941,-289796598.592059,-2.18170917034149,1541333.25727146,-797640.130900238,-289816013.020578,-724276.516143522
"54","LAMBDA-CYHALOTHRIN","SPAIN","75% drift - refined",55563.81466,7739.5665323521,116767.12484367,291.811640936561,321.369905468288,8.8549145463126,1.23341424070395,18.6085659999448,0.0465044950553527,0.0512150410854864,68954691.8082908,9604801.7623292,144907997.339711,362138.234928239,398820.040049881,180683.687582427,-350277.905151573,7.27595761418343e-12,1863.0139443521,-964.109716531712,-350301.37445633,-875.434923063439,28.7946143231022,-55.8219604960324,-2.79794164725899e-07,NA,-0.153645129757608,-55.825700354686,-0.139513491013294,224228449.185309,-434694887.462691,-2.18170917034149,2312000.0013292,-1196460.17095012,-434724010.360289,-1086414.75107176
"55","LAMBDA-CYHALOTHRIN","SPAIN","90% drift - refined",55563.81466,7739.5665323521,46706.849937468,116.724656374624,128.547962187315,8.8549145463126,1.23341424070395,7.44342639997793,0.0186017980221411,0.0204860164341945,68954691.8082908,9604801.7623292,57963198.9358845,144855.293971295,159528.016019952,110255.503748382,-420706.088985618,7.27595761418343e-12,1863.0139443521,-1156.93165981268,-420361.649362532,-1050.52190762538,17.5708430014508,-67.0457318176838,-2.79794164725899e-07,0.296898759218696,-0.1843741544089,-66.9908399546529,-0.167416188046505,136827075.816496,-522096260.831504,-2.18170917034149,2312000.0013292,-1435752.19498005,-521668808.764116,-1303697.6920287
"56","MANCOZEB","BRAZIL","original method",259.2306738,833.623949418506,13.85516683,12.97211435,6.174496704,279.729601301854,909.267796954042,14.9507781417172,13.997897397183,6.66275126986034,141165359.57151,450653489.0368,7544900.370642,7064029.727426,3362353.052975,1125.85640110251,1125.85640110251,259.2306738,833.623949418506,6.174496704,13.85516683,12.97211435,1224.60882506466,1224.60882506466,279.729601301854,909.267796954042,6.66275126986034,14.9507781417172,13.997897397183,609790131.759353,609790131.759353,141165359.57151,450653489.0368,3362353.052975,7544900.370642,7064029.727426
"57","MANCOZEB","BRAZIL","refined method - original",259.2306738,823.643641018591,24.88626449,17.66449362,29.34779208,279.729601301854,898.381865810078,26.8541710051182,19.0613312989066,31.6684983949667,141165359.57151,445258177.7023,13551939.76157,9619288.321453,15981486.917385,1154.77286500859,28.9164639060855,0,-9.98030839991463,23.173295376,11.03109766,4.69237927,1255.69546781092,31.0866427462668,0,-10.8859311439639,25.0057471251063,11.903392863401,5.06343390172353,625576252.274218,15786120.5148649,0,-5395311.33449996,12619133.86441,6007039.390928,2555258.594027
"58","MANCOZEB","BRAZIL","50% drift - refined",259.2306738,835.676992601036,12.4431322448994,8.83224680609079,14.673896039734,279.729601260038,911.507135393261,13.4270854998319,9.5306656464742,15.8342491957294,141165359.564038,451763355.324178,6775969.87927941,4809644.15924816,7990743.45751428,1130.85694149176,-23.9159235168308,5.6843418860808e-14,12.0333515824449,-14.673896040266,-12.4431322451006,-8.83224681390921,1230.02873699533,-25.6667308155893,-4.18162358073459e-08,13.1252695831827,-15.8342491992372,-13.4270855052863,-9.53066565243236,612505072.384258,-13071179.8899599,-0.00747179985046387,6505177.62187809,-7990743.45987072,-6775969.88229059,-4809644.16220484
"59","MANCOZEB","BRAZIL","75% drift - refined",259.2306738,841.693668337142,6.22156612244972,4.4161234030454,7.33694801986701,279.729601260038,918.06977013535,6.71354274991596,4.7653328232371,7.9171245978647,141165359.564038,455015944.114472,3387984.93963971,2404822.07962408,3995371.72875714,1118.8989796825,-35.8738853260872,5.6843418860808e-14,18.0500273185507,-22.010844060133,-18.6646983675503,-13.2483702169546,1217.19537156641,-38.5000962445183,-4.18162358073459e-08,NA,-23.751373797102,-20.1406282552022,-14.2959984756695,605969482.426531,-19606769.8476869,-0.00747179985046387,9757766.41217202,-11986115.1886279,-10163954.8219303,-7214466.24182892
"60","MANCOZEB","BRAZIL","90% drift - refined",259.2306738,841.693668337142,2.48862644897989,1.76644936121816,2.9347792079468,279.729601260038,918.06977013535,2.68541709996638,1.90613312929484,3.16684983914588,141165359.564038,455015944.114472,1355193.97585588,961928.831849631,1598148.69150285,1108.11419715529,-46.6586678533047,5.6843418860808e-14,18.0500273185507,-26.4130128720532,-22.3976380410201,-15.8980442587818,1205.55777146379,-50.1376963471289,-4.18162358073459e-08,19.6879043252715,-28.5016485558208,-24.1687539051518,-17.1551981696117,600096575.177718,-25479677.0964996,-0.00747179985046387,9757766.41217202,-14383338.2258821,-12196745.7857141,-8657359.48960337
"61","MANCOZEB","SPAIN","original method",259.2306738,3654.02819,12.37388139,12.99977175,6.174496704,101.755684064294,1434.31381984748,4.85711334587967,5.10279376759983,2.42367203911846,1867757.005,26327273.11,89153.81543,93663.35543,44487.24875,3944.807013644,3944.807013644,259.2306738,3654.02819,6.174496704,12.37388139,12.99977175,1548.45308306437,1548.45308306437,101.755684064294,1434.31381984748,2.42367203911846,4.85711334587967,5.10279376759983,28422334.53461,28422334.53461,1867757.005,26327273.11,44487.24875,89153.81543,93663.35543
"62","MANCOZEB","SPAIN","refined method - original",259.2306738,2611.775665,177.3814937,123.5138896,571.3187017,101.755684064294,1025.19896861787,69.6274671585043,48.4828440216021,224.259438340529,1867757.005,18817843.67,1278033.662,889917.5743,4116351.246,3743.2204238,-201.586589844,0,-1042.252525,565.144204996,165.00761231,110.51411785,1469.3244022028,-79.1286808615721,0,-409.11485122961,221.835766301411,64.7703538126247,43.3800502540022,26969903.1573,-1452431.37731,0,-7509429.44,4071863.99725,1188879.84657,796254.21887
"63","MANCOZEB","SPAIN","50% drift - refined",259.2306738,3163.7744112583,88.6907468671434,61.7569447797894,285.65935086958,101.755684033793,1241.87475435324,34.8137335857752,24.2414220037593,112.129719150479,1867757.00434015,22794994.6283704,639016.831044732,444958.787045747,2058175.62258683,3859.11212757481,115.891703774812,5.6843418860808e-14,551.998746258299,-285.65935083042,-88.6907468328566,-61.7569448202106,1514.81531312705,45.4909109242494,-3.05004874689985e-08,216.675785735372,-112.12971919005,-34.8137335727292,-24.2414220178428,27804902.8733879,834999.716087852,-0.000659845769405365,3977150.95837038,-2058175.62341317,-639016.830955268,-444958.787254253
"64","MANCOZEB","SPAIN","75% drift - refined",259.2306738,3439.77378407915,44.3453734335717,30.8784723898947,142.82967543479,101.755684033793,1350.21264725225,17.4068667928876,12.1207110018797,56.0648595752396,1867757.00434015,24783570.1091306,319508.415522366,222479.393522874,1029087.81129342,3917.05797913741,173.837555337406,5.6843418860808e-14,827.99811907915,-428.48902626521,-133.036120266428,-92.6354172101053,1537.56076865605,68.2363664532563,-3.05004874689985e-08,NA,-168.19457876529,-52.2206003656167,-36.3621330197224,28222402.7338094,1252499.57650942,-0.000659845769405365,5965726.43913061,-3087263.43470658,-958525.246477634,-667438.180777126
"65","MANCOZEB","SPAIN","90% drift - refined",259.2306738,3439.77378407915,17.7381493734287,12.3513889559579,57.1318701739159,101.755684033793,1350.21264725225,6.96274671715504,4.84828440075186,22.4259438300958,1867757.00434015,24783570.1091306,127803.366208946,88991.7574091494,411635.124517366,3786.22586638245,43.0054425824524,5.6843418860808e-14,827.99811907915,-514.186831526084,-159.643344326571,-111.162500644042,1486.20530623405,16.8809040312524,-3.05004874689985e-08,325.013678634386,-201.833494510433,-62.6647204413493,-43.6345596208502,27279757.3616062,309854.20430623,-0.000659845769405365,5965726.43913061,-3704716.12148263,-1150230.29579105,-800925.816890851
"66","METSULFURON-M","BRAZIL","original method",98.22903901,415.940248112986,5.617227024,10.19602125,1.155182622,0.00263652546381043,0.0150135083913333,0.0001507696934478,0.000273667236924283,3.10057854635415e-05,224256.896076,1119580.501771,12824.1292952,23277.5165048,2637.28192613,531.137718018987,531.137718018987,98.22903901,415.940248112986,1.155182622,5.617227024,10.19602125,0.0181054765709793,0.0181054765709793,0.00263652546381043,0.0150135083913333,3.10057854635415e-05,0.0001507696934478,0.000273667236924283,1382576.32557313,1382576.32557313,224256.896076,1119580.501771,2637.28192613,12824.1292952,23277.5165048
"67","METSULFURON-M","BRAZIL","refined method - original",98.22903901,410.960530424429,10.08950662,13.88420942,5.490659569,0.00263652546381043,0.0148337637457584,0.000270808320719757,0.0003726603867193,0.000147372548201652,224256.896076,1106176.666005,23034.3436167,31697.6501069,12535.1757953,538.653945043429,7.51622702444217,0,-4.97971768855774,4.335476947,4.472279596,3.68818817,0.0182611304652095,0.000155653894230178,0,-0.000179744645574905,0.000116366762738111,0.000120038627271957,9.89931497950166e-05,1397700.7315999,15124.4060267699,0,-13403.835766,9897.89386917,10210.2143215,8420.1336021
"68","METSULFURON-M","BRAZIL","50% drift - refined",98.22903901,416.964622801916,5.04475330992781,6.94210470944015,2.74532978375358,0.00263652549559166,0.015050483718509,0.000135404162095498,0.000186330195673019,7.36862748696604e-05,224256.900371888,1122337.81866534,11517.1720280198,15848.8253563964,6267.58801682392,529.925849615038,-8.7280954283907,1.4210854715202e-14,6.00409237748772,-2.74532978524642,-5.04475331007219,-6.94210471055985,0.0180824298467389,-0.000178700618470636,3.17812221851954e-11,0.000216719972750672,-7.3686273331992e-05,-0.000135404158624259,-0.000186330191046281,1380228.30443847,-17472.4271614342,0.00429588835686445,16161.1526603373,-6267.58777847608,-11517.1715886802,-15848.8247505036
"69","METSULFURON-M","BRAZIL","75% drift - refined",98.22903901,419.966668988468,2.52237665496391,3.47105235472008,1.37266489187679,0.00263652549559166,0.015158843624319,6.77020810477492e-05,9.31650978365093e-05,3.68431374348302e-05,224256.900371888,1130418.38422005,5758.58601400989,7924.41267819819,3133.79400841196,525.561801900029,-13.0921431434001,1.4210854715202e-14,9.00613856403925,-4.11799467712321,-7.5671299650361,-10.4131570652799,0.0179930794362297,-0.000268051028979761,3.17812221851954e-11,NA,-0.000110529410766822,-0.000203106239672008,-0.000279495288882791,1371492.07729256,-26208.6543073421,0.00429588835686445,24241.7182150495,-9401.38178688804,-17275.7576026901,-23773.2374287018
"70","METSULFURON-M","BRAZIL","90% drift - refined",98.22903901,419.966668988468,1.00895066198556,1.38842094188803,0.549065956750717,0.00263652549559166,0.015158843624319,2.70808324190997e-05,3.72660391346037e-05,1.47372549739321e-05,224256.900371888,1130418.38422005,2303.43440560395,3169.76507127928,1253.51760336478,521.142145559092,-17.5117994843365,1.4210854715202e-14,9.00613856403925,-4.94159361224928,-9.08055595801444,-12.495788478112,0.0178744532464383,-0.000386677218771211,3.17812221851954e-11,0.00032507987856064,-0.00013263529322772,-0.000243727488300658,-0.000335394347584696,1361402.00167219,-36298.729927714,0.00429588835686445,24241.7182150495,-11281.6581919352,-20730.909211096,-28527.8850356207
"71","PARAQUAT","BRAZIL","original method",752.5230182,1692.56754368484,31.19364939,70.32549881,7.969705475,78.4718529853282,244.461840808529,3.25282205278561,7.33342644663181,0.83106767655978,2593037043.4582,6911365173.0287,107486796.33696,242326970.87447,27461939.396766,2554.57941555984,2554.57941555984,752.5230182,1692.56754368484,7.969705475,31.19364939,70.32549881,334.351009969835,334.351009969835,78.4718529853282,244.461840808529,0.83106767655978,3.25282205278561,7.33342644663181,9881677923.0951,9881677923.0951,2593037043.4582,6911365173.0287,27461939.396766,107486796.33696,242326970.87447
"72","PARAQUAT","BRAZIL","refined method - original",752.5230182,1672.30379530931,56.02916364,95.76421326,37.88053836,78.4718529853282,241.535096048647,5.84262831240006,9.98613342224337,3.95011975045216,2593037043.4582,6828620963.8566,193064787.81558,329983464.19353,130528418.1419,2614.50072876931,59.9213132094619,0,-20.2637483755389,29.910832885,24.83551425,25.43871445,339.78583051907,5.43482054923561,0,-2.92674475988275,3.11905207389238,2.58980625961444,2.65270697561156,10075234677.4658,193556754.370712,0,-82744209.1721001,103066478.745134,85577991.47862,87656493.31906
"73","PARAQUAT","BRAZIL","50% drift - refined",752.5230182,1696.73598692894,28.0145818158613,47.8821066210296,18.940269173802,78.4718530162846,245.063899666132,2.92131415704109,4.99306671291335,1.97505987557771,2593037045.08876,6928386433.97686,96532393.9524888,164991732.162831,65264209.0990076,2544.09596273964,-70.4047660296696,0,24.4321916196382,-18.940269186198,-28.0145818241387,-47.8821066389704,333.425193427949,-6.36063709112148,3.09563716882622e-08,3.52880361748561,-1.97505987487445,-2.92131415535897,-4.99306670933002,9848211814.27994,-227022863.185869,1.63055658340454,99765470.1202583,-65264209.0428924,-96532393.8630912,-164991732.030699
"74","PARAQUAT","BRAZIL","75% drift - refined",752.5230182,1708.95208278119,14.0072909079307,23.9410533105148,9.47013458690098,78.4718530162846,246.828301500778,1.46065707852055,2.49653335645667,0.987529937788854,2593037045.08876,6978269169.6711,48266196.9762444,82495866.0814154,32632104.5495038,2508.89357978654,-105.607148982768,0,36.6482874718863,-28.410403773099,-42.0218727320693,-71.8231599494852,330.244874889829,-9.54095562924152,3.09563716882622e-08,NA,-2.9625898126633,-4.38197123387951,-7.48960006578669,9734700382.36702,-340534295.098793,1.63055658340454,149648205.814497,-97896313.5923962,-144798590.839336,-247487598.112115
"75","PARAQUAT","BRAZIL","90% drift - refined",752.5230182,1708.95208278119,5.60291636317227,9.57642132420593,3.78805383476039,78.4718530162846,246.828301500778,0.584262831408218,0.99861334258267,0.395011975115541,2593037045.08876,6978269169.6711,19306478.7904978,32998346.4325662,13052841.8198015,2480.44249250333,-134.058236265976,0,36.6482874718863,-34.0924845252396,-50.4262472768277,-86.1877919357941,327.278042666169,-12.5077878529012,3.09563716882622e-08,5.29320545213159,-3.55510777533662,-5.25836548099184,-8.9875200796607,9636663881.80272,-438570795.663092,1.63055658340454,149648205.814497,-117475576.322098,-173758309.025082,-296985117.760964
"76","PHOSMET","SPAIN","original method",1683.481631,679.4184927,307.7141508,10.152262,1.14806647,1158.21538200834,467.431859373494,211.703683668973,6.98463576178819,0.789856105573303,61495900.49,24818478.12,11240490.21,370851.9785,41937.72007,2681.91460297,2681.91460297,1683.481631,679.4184927,1.14806647,307.7141508,10.152262,1845.12541691817,1845.12541691817,1158.21538200834,467.431859373494,0.789856105573303,211.703683668973,6.98463576178819,97967658.51857,97967658.51857,61495900.49,24818478.12,41937.72007,11240490.21,370851.9785
"77","PHOSMET","SPAIN","refined method - original",1683.481631,485.6253411,4411.1297,96.45902956,106.2292,1158.21538200834,334.104471095101,3034.80488024372,66.3626675168576,73.084428796398,61495900.49,17739408.09,161134156.8,3523551.891,3880446.445,6782.92490166,4101.01029869,0,-193.7931516,105.08113353,4103.4155492,86.30676756,4666.57182966041,2821.44641274225,0,-133.327388278393,72.2945726908247,2823.10119657474,59.3780317550694,247773463.716,149805805.19743,0,-7079070.03,3838508.72493,149893666.59,3152699.9125
"78","PHOSMET","SPAIN","50% drift - refined",1683.481631,588.26224928215,2205.56485045764,48.2295147789985,53.1145999768624,1158.21538248425,404.717445980479,1517.40244136148,33.1813337776702,36.5422144173663,61495900.5324686,21488631.7157929,80567078.4664784,1761775.94632663,1940223.2236171,4578.65284549565,-2204.27205616435,-4.54747350886464e-13,102.63690818215,-53.1146000231376,-2205.56484954236,-48.2295147810015,3150.05881802125,-1516.51301163916,4.75909928354667e-07,70.6129748853778,-36.5422143790316,-1517.40243888223,-33.1813337391875,167253609.884684,-80519853.8313163,0.0424686223268509,3749223.62579291,-1940223.2213829,-80567078.3335216,-1761775.94467337
"79","PHOSMET","SPAIN","75% drift - refined",1683.481631,639.580703366075,1102.78242522882,24.1147573894993,26.5572999884312,1158.21538248425,440.023933340253,758.701220680742,16.5906668888351,18.2711072086832,61495900.5324686,23363243.526051,40283539.2332392,880887.973163313,970111.611808549,3476.51681697283,-3306.40808468718,-4.54747350886464e-13,153.955362266075,-79.6719000115688,-3308.34727477118,-72.3442721705007,2391.80231060276,-2274.76951905765,4.75909928354667e-07,NA,-54.8133215877148,-2276.10365956297,-49.7720006280226,126993682.876731,-120779780.839269,0.0424686223268509,5623835.43605097,-2910334.83319145,-120850617.566761,-2642663.91783669
"80","PHOSMET","SPAIN","90% drift - refined",1683.481631,639.580703366075,441.112970091528,9.6459029557997,10.6229199953725,1158.21538248425,440.023933340253,303.480488272297,6.63626675553403,7.30844288347326,61495900.5324686,23363243.526051,16113415.6932957,352355.189265325,388044.644723419,2784.44412740877,-3998.48077425123,-4.54747350886464e-13,153.955362266075,-95.6062800046275,-3970.01672990847,-86.8131266042003,1915.66451373581,-2750.90731592461,4.75909928354667e-07,105.919462245152,-65.7759859129247,-2731.32439197142,-59.7264007613236,101712959.585804,-146060504.130196,0.0424686223268509,5623835.43605097,-3492401.80027658,-145020741.106704,-3171196.70173467
"81","PROTHIOCONAZOLE","BRAZIL","original method",19.78658822,0.335769802745734,2.063301482,0.008463216,0.002061022,0.0941567615660682,0.00159428788504034,0.00981845800626658,4.02731990888594e-05,9.80762081852995e-06,43415415.287061,735939.70987514,4527263.0984987,18569.853649805,4522.260997024,22.1961837427457,22.1961837427457,19.78658822,0.335769802745734,0.002061022,2.063301482,0.008463216,0.105619588277282,0.105619588277282,0.0941567615660682,0.00159428788504034,9.80762081852995e-06,0.00981845800626658,4.02731990888594e-05,48701710.2100817,48701710.2100817,43415415.287061,735939.70987514,4522.260997024,4527263.0984987,18569.853649805
"82","PROTHIOCONAZOLE","BRAZIL","refined method - original",19.78658822,0.331749901604733,3.706044615,0.0115246,0.009796173,0.0941567615660682,0.00157520075592447,0.0176356406397432,5.48411420731494e-05,4.66162224068562e-05,43415415.287061,727128.89626993,8131743.7978797,25287.092949173,21494.606256284,23.8457035096047,1.649519766859,0,-0.00401990114100087,0.007735151,1.642743133,0.003061384,0.113469060326216,0.00784947204893337,0,-1.90871291158715e-05,3.68086015883262e-05,0.00781718263347664,1.456794298429e-05,52321069.6804161,3619359.47033442,0,-8810.81360521005,16972.34525926,3604480.699381,6717.239299368
"83","PROTHIOCONAZOLE","BRAZIL","50% drift - refined",19.78658822,0.336596734364127,1.85302230717701,0.00576230000264878,0.0048980865443779,0.0941567616520915,0.00159821428739878,0.00881782032217751,2.74205690179996e-05,2.33081096236765e-05,43415415.3258882,737752.178828705,4065871.90170096,12643.5464803625,10747.3031359375,21.9868676480882,-1.85883586151658,0,0.00484683275939352,-0.0048980864556221,-1.85302230782299,-0.00576229999735121,0.104623524940309,-0.00884553538590642,8.60233134725163e-11,2.30135314743111e-05,-2.33081127831797e-05,-0.00881782031756571,-2.74205730551499e-05,48242430.2560341,-4078639.42438196,0.038827158510685,10623.2825587746,-10747.3031203465,-4065871.89617873,-12643.5464688105
"84","PROTHIOCONAZOLE","BRAZIL","75% drift - refined",19.78658822,0.339020150854507,0.926511153588504,0.00288115000132439,0.00244904327218895,0.0941567616520915,0.00160972105042951,0.00440891016108876,1.37102845089998e-05,1.16540548118383e-05,43415415.3258882,743063.819178886,2032935.95085048,6321.77324018126,5373.65156796877,21.0574497177165,-2.78825379188821,0,0.00727024924977426,-0.00734712972781105,-2.7795334614115,-0.0086434499986756,0.100200757202931,-0.0132683031232853,8.60233134725163e-11,NA,-3.49621675950179e-05,-0.0132267304786545,-4.11308575641497e-05,46203110.5207257,-6117959.15969042,0.038827158510685,15934.922908956,-16120.9546883152,-6098807.84702922,-18965.3197089917
"85","PROTHIOCONAZOLE","BRAZIL","90% drift - refined",19.78658822,0.339020150854507,0.370604461435401,0.00115246000052976,0.00097961730887558,0.0941567616520915,0.00160972105042951,0.0017635640644355,5.48411380359992e-06,4.6616219247353e-06,43415415.3258882,743063.819178886,813174.380340193,2528.7092960725,2149.46062718751,20.4983449095993,-3.34735860000542,0,0.00727024924977426,-0.00881655569112442,-3.3354401535646,-0.0103721399994702,0.0975401925026848,-0.015928867823531,8.60233134725163e-11,3.45202945050368e-05,-4.19546004821209e-05,-0.0158720765753077,-4.93570282695495e-05,44976331.6953305,-7344737.98508558,0.038827158510685,15934.922908956,-19345.1456290965,-7318569.41753951,-22758.3836531005
"86","TEBUCONAZOLE","SPAIN","original method",278.9158215,1009.181136,16.25221321,15.08485234,1.705292152,5.34036703382544,19.3226674587409,0.311179133466658,0.288827818031464,0.032651019782382,3610565.309,13063849.8,210384.9,195273.4135,22075.00691,1321.139315202,1321.139315202,278.9158215,1009.181136,1.705292152,16.25221321,15.08485234,25.2956924638468,25.2956924638468,5.34036703382544,19.3226674587409,0.032651019782382,0.311179133466658,0.288827818031464,17102148.42941,17102148.42941,3610565.309,13063849.8,22075.00691,210384.9,195273.4135
"87","TEBUCONAZOLE","SPAIN","refined method - original",278.9158215,721.3285161,232.9779771,143.3247308,157.7886174,5.34036703382544,13.8111886490389,4.4608007586421,2.7442210462057,3.02115931084456,3610565.309,9337597.641,3015899.913,1855338.64,2042573.653,1534.3356629,213.196347698,0,-287.8526199,156.083325248,216.72576389,128.23987846,29.3777367985567,4.0820443347099,0,-5.51147880970196,2.98850829106218,4.14962162517545,2.45539322817423,19861975.156,2759826.72659,0,-3726252.159,2020498.64609,2805515.013,1660065.2265
"88","TEBUCONAZOLE","SPAIN","50% drift - refined",278.9158215,873.7812862769,116.488988522424,71.6623654065891,78.8943086939543,5.34036702693821,16.7301831244048,2.23040037657576,1.37211052148846,1.51057965265795,3610565.30473882,11311098.7365105,1507949.9545105,927669.319011887,1021286.82474811,1419.74277039987,-114.592892500133,0,152.4527701769,-78.8943087060457,-116.488988577576,-71.6623653934109,27.1836407020652,-2.1940960964915,-6.88722767705485e-09,2.91899447536593,-1.51057965818661,-2.23040038206635,-1.37211052471724,18378570.1395198,-1483405.01648021,-0.00426118168979883,1973501.09551048,-1021286.82825189,-1507949.9584895,-927669.320988113
"89","TEBUCONAZOLE","SPAIN","75% drift - refined",278.9158215,950.00767148845,58.244494261212,35.8311827032946,39.4471543469771,5.34036702693821,18.1896803733497,1.11520018828788,0.686055260744228,0.755289826328977,3610565.30473882,12297849.2918227,753974.977255248,463834.659505943,510643.412374054,1362.44632429993,-171.889338600066,0,228.67915538845,-118.341463053023,-174.733482838788,-107.493548096705,26.086592675649,-3.29114412290769,-6.88722767705485e-09,NA,-2.26586948451558,-3.34560057035423,-2.05816578546147,17636867.6456967,-2225107.51030327,-0.00426118168979883,2960251.65082266,-1531930.24062595,-2261924.93574475,-1391503.98049406
"90","TEBUCONAZOLE","SPAIN","90% drift - refined",278.9158215,950.00767148845,23.2977977044848,14.3324730813178,15.7788617387908,5.34036702693821,18.1896803733497,0.446080075315152,0.274422104297691,0.302115930531591,3610565.30473882,12297849.2918227,301589.990902099,185533.863802377,204257.364949622,1282.33262551304,-252.003037386957,0,228.67915538845,-142.009755661209,-209.680179395515,-128.992257718682,24.5526655104324,-4.82507128812434,-6.88722767705485e-09,4.37849172431081,-2.71904338031297,-4.01472068332695,-2.469798941908,16599795.8162156,-3262179.33978442,-0.00426118168979883,2960251.65082266,-1838316.28805038,-2714309.9220979,-1669804.77619762
